Language code (ISO 639-1),lang-code,en,fr,af,sq,ar,hy,bg,zh,zh-Hans,cs,nl,et,de,el,hi,hu,is,id,it,iu,ja,ko,lv,lt,pl,pt,pt-BR,ru,sk,es,th,tr,uk,vi
,tmpl-about-us,About us,À propos de nous,Oor ons,Rreth nesh,من نحن,Մեր մասին,За нас,關於我們,关于我们,O nás,Over ons,Meist,Über uns,Σχετικά με εμάς,हमारे बारे में,Rólunk,Um okkur,Tentang kami,Chi siamo,ᐅᕙᒍᑦᒥᒃᓵᓄᑦ,大使館案内,회사 소개,Par mums,Apie mus,O nas,Sobre nós,Sobre nós,О компании,O nás,Acerca de nosotros,เกี่ยวกับเรา,Hakkımızda,Про нас,Về chúng tôi
,tmpl-our-mandate,Our Mandate,Notre mandat,Ons mandaat,Mandati ynë,لدينا الانتداب,Մեր մանդատից,Нашия мандат,我們的任務,我们的任务,Náš mandát,Ons mandaat,Meie volitused,Unser Auftrag,Εντολή Η δική μας,हमारे जनादेश,A mandátum,Umboð okkar,Mandat kami,Il nostro mandato,ᐱᓕᕆᐊᒃᓴᕆᔭᕗᑦ,私たちの使命,우리의 요구,Mūsu pilnvaras,Mūsų mandatą,Nasz mandat,Nosso Mandato,Nosso Mandato,Наш мандат,Náš mandát,Nuestro mandato,อาณัติของเรา,Bizim Mandası,Наш мандат,Nhiệm vụ của chúng tôi
,tmpl-our-history,Our history,Notre histoire,Ons geskiedenis,Historia jonë,تاريخنا,Մեր պատմությունը,Нашата история,我們的歷史,我们的历史,Naše historie,Onze geschiedenis,Meie ajalugu,Unsere Geschichte,Ιστορία Η δική μας,हमारे इतिहास,Cégünk története,Saga okkar,Sejarah kami,La nostra storia,ᖃᓄᐃᓕᐅᖃᑦᑕᕐᓂᑯᕗᑦ,私たちの歴史,우리의 역사,Mūsu vēsture,Mūsų istorija,Nasza historia,Nossa história,Nossa história,Наша история,Naša história,Nuestra historia,ประวัติศาสตร์ของเรา,Bizim tarihimiz,Наша історія,Lịch sử của chúng tôi
,tmpl-minister,The Minister,Le ministre,Die Minister,Ministri,وزير,Նախարարը,Министърът,部長,部长,Ministr,De minister,Minister,Der Minister,Ο Υπουργός,मंत्री,A miniszter,Ráðherra,Menteri,Il Ministro,ᒥᓂᔅᑕ,大臣,장관,Ministrs,Ministras,Minister,O Ministro,O Ministro,Министр,Ministr,El ministro,รัฐมนตรีว่าการกระทรวง,Bakan,Міністр,Bộ trưởng Bộ
,tmpl-news,News,Nouvelles,Nuus,Lajm,أخبار,Նորություններ,Новини,新聞,新闻,Zprávy,Nieuws,Uudised,Nachrichten,Ειδήσεις,समाचार,Hír,Fréttir,Berita,Notizie,ᐱᕙᓪᓕᐊᔪᑦ,ニュース,뉴스,Jaunumi,Naujienos,Aktualności,Notícia,Notícias,Новости,Správy,Noticias,ข่าว,Haber,Новини,Tin tức
,tmpl-news-rel,News releases,Communiqués,Nuusberigte,Shtyp lajme,النشرات الإخبارية,Լրահոս,Съобщения за пресата,新聞發布,新闻发布,Tiskové zprávy,Persberichten,Pressiteated,Pressemitteilungen,Απελευθερώσεις Ειδήσεις,समाचार विज्ञप्ति,Sajtóközlemények,Fréttatilkynningar,Berita rilis,Comunicati stampa,ᑐᓴᒐᒃᓴᑦ,ニュースリリース,보도 자료,Ziņu izlaidumi,Pranešimai spaudai,Komunikaty prasowe,Notas para a imprensa,Notas Informativas,Пресс-релизы,Tlačové správy,Comunicados de prensa,ข่าวประชาสัมพันธ์,Haber bültenleri,Прес-релізи,Thông cáo báo chí
,tmpl-media-avisories,Media advisories,Avix aux médias,Media advies,Advisories media,النشرات الإعلامية,Մեդիա խորհուրդների,Медиите научават,媒體諮詢,媒体咨询,Média návěstí,Media-adviezen,Meediateated,Medien Advisories,Μέσων Ενημέρωσης advisories,मीडिया परामर्श,Media figyelmeztetéseket,Fjölmiðla advisories,Media advisories,Avvisi ai media,ᐱᕙᓪᓕᐊᔪᓂᑦᑐᓴᒐᒃᓴᑦ,メディアへのお知らせ,미디어 권고,Mediju rekomendējoši,Naujienos ir žiniasklaida,Dla mediów,Notas à Imprensa,Avisos à Imprensa,Для средств массовой информации,Médiá návestí,Avisos a medios,คำแนะนำสื่อ,Medya uyarılarının,Для засобів масової інформації,Phương tiện truyền thông khuyến cáo
,tmpl-recent-project-activity,Recent project activity,Activité du projet récente,,,,,,,,,,,,,,,,,,ᐱᓕᕆᐊᕐᒧᑦᖃᓄᐃᓕᐅᕈᑕᐅᓵᖅᓯᒪᔪᑦ,,,,,,,,,,,,,Останні новини щодо роботи проекту,
,tmpl-project,Project,Projet,Projek,Projekti,مشروع,Ծրագրի,Проект,計劃,项目,Projekt,Project,Projekt,Projekt,Έργο,परियोजना,Projekt,Verkefni,Proyek,Progetto,ᐱᓕᕆᐊᒃᓴᖅ,プロジェクト,프로젝트,Projekts,Projektas,Projekt,Projeto,Projeto,Проекта,Projekt,Proyecto,โครงการ,Projesi,Проект,Dự án
,tmpl-project-stats,Project statistics,Statistiques du projet,Project statistieke,Statistikat e projektit,إحصاءات المشروع,Ծրագրի վիճակագրություն,Статистики за проекта,項目統計,项目统计,Statistiky projektů,Project statistieken,Projekti statistika,Projektstatistik,Στατιστικά στοιχεία του έργου,परियोजना के आँकड़े,Projekt statisztikák,Project tölfræði,Statistik proyek,Statistiche del progetto,ᐱᓕᕆᐊᒃᓴᓄᑦᓈᓴᖅᑕᐅᓯᒪᔪᑦ,プロジェクト統計,프로젝트 통계,Projektu statistika,Projektų statistika,Statystyki projektu,Estatísticas do projeto,Estatísticas do projeto,Статистика проекта,Štatistiky projektov,Estadísticas de proyecto,สถิติโครงการ,Proje istatistikleri,Статистика проекту,Thống kê dự án
,tmpl-multimedia,Multimedia,Multimédia,Multimedia,Multimedial,الوسائط المتعددة,Մուլտիմեդիա,Мултимедия,多媒體,多媒体,Multimediální,Multimedia,Multimeedia,Multimedia,Πολυμέσα,मल्टीमीडिया,Multimédia,Margmiðlun,Multimedia,Multimedia,ᑐᓴᐅᒪᑎᑦᑎᔾᔪᑎᑦ,マルチメディア,멀티미디어,Multimediju,Daugialypė terpė,Multimedia,Multimídia,Multimídia,Мультимедиа,Multimediálne,Multimedia,มัลติมีเดีย,Multimedya,Мультимедіа,Đa phương tiện
,tmpl-contact-us,Contact us,Contactez-nous,Kontak ons,Na kontaktoni,الاتصال بنا,Կապը մեզ հետ,Свържете се с нас,聯繫我們,联系我们,Kontaktujte nás,Neem contact met ons op,Kontakt,Kontaktieren Sie uns,Επικοινωνήστε μαζί μας,हमसे संपर्क करें,Írjon nekünk,Hafðu samband við okkur,Hubungi kami,Contattaci,ᑐᓴᖅᑎᑎᒍᑦ,お問い合わせ,문의하기,Sazinieties ar mums,Susisiekite su mumis,Skontaktuj się z nami,Contacte-nos,Contacte-nos,Связаться с нами,Kontaktujte nás,Contáctenos,ติดต่อเรา,Bize ulaşın,Зв'язатися з нами,Liên hệ
,tmpl-phone-nums,Phone numbers,Numéros de téléphone,Telefoonnommers,Numrat e telefonit,أرقام الهواتف,Հեռախոսի համարներ,Телефонните номера,電話號碼,电话号码,Telefonní čísla,Telefoonnummers,Telefoninumbrid,Telefonnummern,Αριθμούς Τηλέφωνο,फ़ोन नंबरों में,Telefonszámok,Símanúmer,Nomor telepon,Numeri di telefono,ᐅᖄᓚᐅᑏᑦ ᓈᓴᐅᑎᖏᑦ,電話番号,전화 번호,Tālruņu numurus,Telefono numeriai,Numery telefonów,Os números de telefone,Números de telefone,Телефоны,Telefónne čísla,Números de teléfono,หมายเลขโทรศัพท์,Telefon numaraları,Телефони,Số điện thoại
,tmpl-office-loc,Office locations,Nos bureaux,Kantoor plekke,Zyra vende,مواقع المكاتب,Գրասենյակային Վայրերը,Офис локации,辦公地點,办公地点,Kancelářské místa,Kantoorlocaties,Kontorite asukohad,Bürostandorte,Τοποθεσίες Γραφείο,कार्यालय स्थान,Office helyek,Skrifstofa stöðum,Kantor lokasi,I nostri uffici,ᐊᓪᓚᒡᕖᑦᓇᓃᓐᓂᖏᑦ,オフィス所在地,사무실 위치,Biroju atrašanās,Biuro vieta,Biura,Escritórios,Escritórios,Офисы,Kancelárske miesta,Ubicación de las oficinas,สถานที่ทำงาน,Ofis konumları,Офіси,Văn phòng địa điểm
,tmpl-questions-comments,Questions or comments?,Questions ou commentaires?,Vrae of kommentaar?,Pyetje ose komente?,أسئلة أو تعليقات؟,Հարցեր կամ մեկնաբանություններ.,Въпроси или коментари?,有問題或意見？,有问题或意见？,Dotazy nebo připomínky?,Vragen of opmerkingen?,Küsimusi või kommentaare?,Fragen oder Anmerkungen?,Ερωτήσεις ή σχόλια;,प्रश्न या टिप्पणी?,Kérdések vagy megjegyzések?,Spurningar eða athugasemdir?,Pertanyaan atau komentar?,Domande o commenti?,ᐊᐱᖅᑯᑏᑦᐅᕝᕙᓘᓐᓃᑦᐅᖃᐅᓯᒃᓴᑦ?,質問やコメントは？,의견이나 궁금한 점이 있으십니까?,Jautājumi vai komentāri?,Klausimai arba komentarai?,Pytania?,Perguntas ou comentários?,Perguntas ou comentários?,Вопросы и комментарии?,Otázky alebo pripomienky?,Preguntas o comentarios?,คำถามหรือแสดงความเห็น,Sorular veya yorumlar?,Питання або коментарі,Câu hỏi hoặc bình luận?
,tmpl-edit-this-page,Edit this page,Modifier cette page,Wysig hierdie bladsy,Redaktoni këtë faqe,تعديل هذه الصفحة,Խմբագրել այս էջը,Редактирайте тази страница,編輯此頁,编辑此页,Upravit tuto stránku,Bewerk deze pagina,Muuda lehte,Diese Seite bearbeiten,Επεξεργασία αυτής της σελίδας,इस पृष्ठ को संपादित करें,Szerkeszd ezt a lapot,Breyta þessari síðu,Menyunting halaman ini,Modifica questa pagina,ᑖᓐᓇᒪᒃᐱᒐᖅᐋᖅᑭᒋᐊᕈᒃ,このページを編集,이 페이지를 편집,Izmainīt šo lapu,Redaguoti šį puslapį,Edytuj tę stronę,Editar esta página,Editar esta página,Изменить эту страницу,Upraviť túto stránku,Editar esta página,แก้ไขหน้านี้,Bu sayfayı düzenle,Змінити цю сторінку,Sửa đổi trang này
,tmpl-revision-history,Revision history,Historique des révisions,Weergawegeskiedenis,Historiku i redaktimeve,تاريخ مراجعة,փոփոխումների պատմություն,Преглед на историята,修訂歷史,修订历史,Historie verzí,Revisiegeschiedenis,Läbi ajaloo,Versionsgeschichte,Ιστορικό εκδόσεων,अवतरण इतिहास,Változások története,Breytingaskrá,Riwayat revisi,Cronologia delle modifiche,ᐋᖅᑭᒋᐊᖅᑎᑕᐅᖃᑦᑕᖅᓯᒪᓂᑯᖏᑦ,改訂履歴,문서 역사,Versiju hronoloģija,Versijų istorija,Historia wersji,Histórico de edições,Histórico de edições,История изменений,História verzií,Historial de revisiones,ประวัติการแก้ไข,Revizyon geçmişi,Історія змін,lịch sử sửa đổi
,tmpl-add-desc,Please add a brief description.,S'il vous plaît ajouter une brève description,,,,,,,,,,,,,,,,,,ᓇᐃᓈᖅᑎᓪᓗᒍᐅᓂᒃᑲᐅᓯᕆᒍᒃ.,,,,,,,,,,,,,,
,tmpl-stay-connected,Stay connected,Restez branchés,Bly verbind,Qëndro i lidhur,ابق على اتصال,Պահպանեք հետ կապված,Останете във връзка,保持聯繫,保持联系,Zůstaňte ve spojení,Blijf in contact,Püsi ühenduses,Bleiben Sie in Verbindung,Μείνετε συνδεδεμένοι,जुड़े रहें,Maradjon kapcsolatban,Dvöl tengdur,Tetap terhubung,Rimani in contatto,ᑲᓱᖅᓯᒪᐃᓐᓇᕆᑦ,情報配信サービス,연결 유지,Palieciet saistīts,Palaikykite ryšį,Pozostań w kontakcie,Fique ligado,Fique ligado,Оставайтесь на связи,Zostaňte v spojení,Siga conectado,เชื่อมต่อ,Bağlı kalın,Залишайтеся на зв'язку,Hãy kết nối
,tmpl-feeds,Feeds,Fils de nouvelles,Nuusvoer,Foto,روابط إخبارية,Թարմացվող բովանդակություն,Уеб каналите,消息來源,消息来源,Webový zdroj,Webfeeds,Veebikanalid,Feeds,Τροφοδοσία web,फ़ीड,Webes hírcsatornák,Straumar,Feeds,Feeds,ᓯᐊᒻᒪᒐᑦ,フィード,웹_피드,Plūsmas,Pašarai,Feeds,Feeds,Fontes,Новостная лента,Webový zdroj,Fuentes web,ฟีด,Web sayfası bildirimcisi,Стрічки,Nguồn cấp dữ liệu
Filler content (GC Web Usability theme),tmpl-headlines,Headlines,Nouvelles,Nieuws,Titujt,تلقيم_ويب,Վերջին,Заглавия,頭條新聞,头条新闻,Aktuality,Koppen,Pealkirjad,Schlagzeilen,Τίτλοι,हेडलाइंस,Aktualitások,Fyrirsagnir,Judulnya,Notizie,ᐊᑎᖓᑎᑎᕋᖅᑕᐅᓯᒪᔫᑉ,ヘッドライン,헤드 라인,Virsraksti,Antraštės,Aktualności,Manchetes,Manchetes,Последние новости,Aktuality,Titulares,พาดหัวข่าว,Haber başlıkları,Останні новини,Tiêu đề
,tmpl-sample-text,Sample text.,Texte modèle.,Monster teks.,Teksti mostër.,عينة النص.,Օրինակ տեքստը.,Примерен текст.,範例。,示例文本。,Ukázkový text.,Voorbeeldtekst.,Näidistekst,Mustertext.,Κείμενο Δείγμα.,नमूना पाठ.,Minta szöveget.,Sýnishorn.,Contoh teks.,Testo di esempio.,ᑎᑎᕋᖅᓯᒪᔪᖅᐆᒃᑑᑕᐅᔪᖅ,サンプルテキスト,샘플 텍스트입니다.,Teksta paraugs.,Pavyzdinis tekstas.,Przykładowy tekst.,Texto de exemplo.,Texto de exemplo.,Пример текста.,Ukážkový text.,Texto de ejemplo.,ข้อความตัวอย่าง,Örnek metin.,Приклад тексту.,Mẫu văn bản.
,tmpl-read-more,Read more,En&#160;plus,Lees meer,Lexo më shumë,اقرأ المزيد,Կարդալ ավելին,Прочетете повече,閱讀更多,阅读更多,Přečtěte si více,Lees meer,Loe edasi,Lesen Sie mehr,Διαβάστε περισσότερα,और अधिक पढ़ें,Tovább,Lesa meira,Baca selengkapnya,Per saperne di più,ᐊᑏᓗᐅᖃᓕᒫᒃᑲᓐᓂᕐᕆᑦ,続きを読む,자세히보기,Lasīt vairāk,Skaityti daugiau,Czytaj więcej,Leia mais,Leia mais,Читать далее,Prečítajte si viac,Lea más,อ่านเพิ่มเติม,Devamını oku,Читати далі,Tìm hiểu thêm
,tmpl-priority,Priority,Priorité,Prioriteit,Prioritet,أفضلية,Առաջնություն,Приоритет,優先,优先,Priorita,Prioriteit,Prioriteet,Priorität,Προτεραιότητα,प्राथमिकता,Prioritás,Forgangur,Prioritas,Priorità,ᓯᕗᓪᓕᐅᔾᔭᐅᓯᒪᔪᖅ,優先事項,우선,Prioritāte,Prioritetas,Priorytet,Prioridade,Prioridade,Приоритет,Priorita,Prioridades,บุริมสิทธิ์,Öncelik,Пріоритет,Ưu tiên
,tmpl-videos,Videos,Vidéo,Videos,Videos,أشرطة الفيديو,տեսանյութերը,Видео,影片,视频,Videa,Video's,Videod,Videos,Βίντεο,वीडियो,Videók,Vídeós,Video,Video,ᑕᕐᕆᔭᒃᓴᐃᑦ,動画,동영상,Video,Video,Filmy,Vídeos,Vídeos,Видео,Videá,Videos,วิดีโอ,Videolar,Відео,Video
,tmpl-sample-player,Sample video player,Exemple d'un lecteur multimédia,Voorbeeld van 'n video-speler,Video mostër player,عينة الفيديو لاعب,Օրինակ նվագարկչի,Мостра видео плейър,影片播放器樣本,样品的视频播放器,Ukázka videa přehrávač,Voorbeeld videospeler,Näidisvideo,Beispiel Video-Player,Δείγμα player βίντεο,नमूना वीडियो प्लेयर,Minta videó lejátszó,Dæmi spilara,Contoh video player,Esempio di lettore video,ᐆᒃᑐᕈᑎᑕᕐᕆᔮᒃᓴᓄᑦᐱᙳᐊᕈᑕᐅᕙᒃᑐᖅ,サンプル動画プレイヤー,샘플 비디오 플레이어,Paraugs video atskaņotājs,Imties vaizdo grotuvas,Przykładowy odtwarzacz wideo,Player de vídeo Amostra,Exemplo de programa de reprodução de vídeo,Игрок Пример видео,Ukážka videa prehrávač,Ejemplo de reproductor de video,เครื่องเล่นวิดีโอตัวอย่าง,Örnek video oynatıcı,Програвач відео,Mẫu máy nghe nhạc video
